student_name,email,course_id
Nancy Romero,rodneybright@gmail.com,EAST-UA
Mr. Brian Lee,valenzuelajohnathan@gmail.com,HI-UY
Austin Brown,christopher60@yahoo.com,SOC-UA
Erika Stafford,jacksonanna@hotmail.com,CP-UY
Mark Washington,crossjessica@sullivan.com,CP-UY
Robert Castro,nwilcox@murphy.org,PHYS-UA
Sarah Heath,jacksonnicole@gmail.com,AH-UY
Eileen Kelley,pughjill@gmail.com,BPEP-UB
Christopher Peterson,adammelendez@hotmail.com,BMS-UY
Laura Scott,dgraves@gmail.com,SCA-UA
Hannah Solomon,victoriabowman@fisher.org,BMS-UY
Rebecca Reyes,weberrobert@gmail.com,CSCI-UA
Jessica Adams,peter70@gmail.com,PHIL-UA
Courtney Robertson,ryan06@henderson.com,CM-UY
Rachel Morales,bcastaneda@gibbs.com,LWSOC-UA
Douglas Bush,levylarry@yahoo.com,NODEP-UA
Andrew Rodriguez,gthompson@hotmail.com,EN-UY
Dawn Rivera,ufoley@gmail.com,MEDI-UA
John Mack,bartonkaitlyn@hotmail.com,CE-UY
Jorge Webb,whitearthur@olson.biz,COLIT-UA
Michael Rios,jessica39@hotmail.com,URB-UY
Laura Allen,ywang@gmail.com,CFI-UA
Joshua Fleming,howard99@hotmail.com,MUSIC-UA
Mark Andrews,beth36@gmail.com,ANST-UA
Austin Clay,meaganpeterson@yahoo.com,MD-UY
Susan Gardner,ybarron@gmail.com,DRLIT-UA
Kelly Hayes,charles15@thomas-merritt.org,BSPA-UB
Morgan Garcia,hannah19@evans-hoffman.com,BIOL-UA
Jacob Hines,deborah71@yahoo.com,CORE-UA
Ryan Hernandez,mcconnellamber@lewis.com,GLBL-UA
Sergio Jones,garciazachary@chavez.info,CAMS-UA
Jose Hernandez,mary12@hotmail.com,PHIL-UA
Sara Nelson,mackmicheal@carter.com,NEURL-UA
Dr. Susan Johnson,cody71@gray.com,EG-UY
Megan Short,kevin49@johnson.biz,BTEP-UB
David Jordan,zimmermanjason@hotmail.com,CFI-UA
Lori Garcia,whunt@gmail.com,MD-UY
Katherine Edwards DVM,christopher01@calhoun.com,AE-UY
Thomas Abbott,ssmith@diaz.com,HEL-UA
Alexander Williams,thomas57@yahoo.com,MKTG-UB
Jay Ortega,angelarodriguez@patrick-moreno.info,LWSOC-UA
Daniel Ryan,taylorchristopher@hotmail.com,SCA-UA
Christopher Perez,christopher89@yahoo.com,LATC-UA
Bobby Williamson,angela31@yahoo.com,GERM-UA
Tiffany Gordon,fieldsmichael@gmail.com,VIP-UY
Dr. Robert Phillips MD,karen88@boyd-jones.com,MULT-UB
Mary Shaffer,freymark@gmail.com,RSK-UY
Stephanie Parker,tanyacarpenter@gmail.com,TECH-UB
Jacob Sanchez,gutierrezjoyce@gmail.com,EURO-UA
Timothy Ford,chasebradley@lopez-price.info,VIP-UY
Dr. Ellen Richardson,johnsonandrew@johnson.com,IRISH-UA
Lori Evans,rguzman@yahoo.com,STAT-UB
Dr. Joshua Ballard,jasoncole@kelly-combs.com,CP-UY
Bryan Miranda,rodriguezgarrett@calhoun.com,ME-UY
Duane Banks,zgarza@knight.com,SOC-UA
Jennifer Alexander,darlene87@hotmail.com,CAM-UY
Kristen Gomez,janet71@hotmail.com,POL-UA
Catherine Cruz,johntyler@yahoo.com,HU-UY
Ronald Russo,stephanieguerrero@gmail.com,MGMT-UB
Jonathan Cortez,abbottjesse@bond-lang.com,ANTH-UA
Erica Lynch MD,heathpeter@warren.info,JOUR-UA
Robert Garza,jamesturner@hotmail.com,PH-UY
Ronald Fox,henry14@boone-lee.biz,PORT-UA
Kathleen Sharp,kstevenson@thomas.org,EC-UY
Tamara Harmon,blakekimberly@zimmerman-robinson.com,STS-UY
Tina Jones,christinefrazier@gmail.com,CRWRI-UA
Sara Cannon,samuellewis@hotmail.com,MEDI-UA
Kendra Lucas,williamsevan@hotmail.com,SOC-UA
Kyle Gardner,shardin@yahoo.com,CS-UY
Sally Chapman,ojohnson@gmail.com,JOUR-UA
Douglas Little,abenson@gmail.com,ECON-UB
Rodney Curtis,nicholas76@moore.net,HBRJD-UA
Michael Hamilton Jr.,nathaniel59@gmail.com,FINC-UB
Joshua Wilson,dillongregory@knox.com,BTEP-UB
Jeffery Holden,fmcdaniel@hotmail.com,MU-UY
Douglas Wright,nathan85@sloan.com,MG-UY
Derek Edwards,toddprice@tanner.com,ITAL-UA
Lisa Peters,qwalsh@gmail.com,RELST-UA
Eric Nichols,andrewhooper@bright.net,OPMG-UB
Mary Hunter,dennis53@hanson.com,HU-UY
Brian Jimenez,rweber@yahoo.com,EXPOS-UA
Lisa Stephens,antonio28@wilkerson.com,HBRJD-UA
Carol Tucker,anna41@hotmail.com,STS-UY
Robert Quinn,thomas34@hotmail.com,MD-UY
William Davis,jdavis@yahoo.com,SOIM-UB
Daniel Jones,sampsontheresa@gmail.com,CSCI-UA
Jillian Wilson,cynthia81@yahoo.com,ME-UY
Alejandro Zimmerman,colemichael@gmail.com,MG-UY
Dr. Susan Ramos,gardnerkara@yahoo.com,EG-UY
Derek Peters,deborahtorres@yahoo.com,CHEM-UA
Julie Sampson,noblejasmine@yahoo.com,TCS-UY
James Taylor,jody73@yahoo.com,ME-UY
Lori Lee,wmcdowell@hill.com,SOIM-UB
Anthony Guzman,markjones@hotmail.com,EURO-UA
Wendy Marquez,donnacampbell@sutton-long.biz,PORT-UA
David Taylor,fsmith@gmail.com,AN-UY
Laura Travis,wesley54@gmail.com,MA-UY
Kimberly Jones,bruce50@gmail.com,FL-UY
Joseph Scott,xwhite@edwards.net,MATH-UA
Austin White,ryan69@franco.com,BTEP-UB
Juan Valdez,tiffanyjones@brown.com,MATH-UA
Aaron Hall,james56@yahoo.com,BMS-UY
Isabella Huang,hendricksevan@chambers.com,MEIS-UA
Katie Sanders,tsmith@miller-johnson.org,ME-UY
Robin Jackson,christopher73@yahoo.com,RSK-UY
Stephen Rivas,bwilliams@soto.net,BPEP-UB
Brittany Hubbard,samuelcampos@gmail.com,HI-UY
Betty Hayes,dtran@yahoo.com,FL-UY
Vanessa Kennedy,ryangonzales@williams-carter.com,IRISH-UA
Brittany Chandler,rholmes@gmail.com,FIN-UY
Megan Trujillo,brian89@cooper.com,ACCT-UB
Zachary Davis,mhudson@vega-kelly.org,PS-UY
Hannah Meyer MD,uscott@hotmail.com,MEIS-UA
Ronald Wise,emilygutierrez@hotmail.com,JOUR-UA
Dominic Bryant,christopherwest@gmail.com,MUSIC-UA
Matthew White,marybrown@howard.net,ANTH-UA
Diana Brown,rrobinson@may.com,CSCI-UA
Christopher Lawson,khuber@harris-hicks.info,MU-UY
Judy Phelps,dschwartz@yahoo.com,DRLIT-UA
Edward Wilson,leachmadison@wilson.com,HI-UY
Richard Mason,jill57@anderson.biz,PHIL-UA
Shannon Patel,richardsshawn@gmail.com,MGMT-UB
Phillip Smith,rcooper@johnson-fuller.com,EURO-UA
Mary Zhang,lisa55@peterson.com,STS-UY
Michael Estes,gibsonjohn@yahoo.com,VIP-UY
Kristina Baker,jamie17@yahoo.com,MUSIC-UA
Joseph White,christopherstout@hammond.com,CORE-UA
Johnathan Ferguson,autumnellis@key.net,HU-UY
Julie Brown,ernestgarcia@yahoo.com,ENGL-UA
Judith Jennings,amy90@ross-schneider.com,MD-UY
Joseph Hanson,prattjuan@lewis.biz,TCS-UY
Victoria Crawford,vgreen@yahoo.com,MGMT-UB
Daniel Weber,kentthomas@gmail.com,ACCT-UB
Brian Stevenson,glenwise@hotmail.com,PH-UY
Ronald Morrow,richard02@rodriguez.com,PORT-UA
Travis Aguirre,christinahale@taylor.net,DM-UY
Jason Smith,amber04@hotmail.com,HIST-UA
Mark Delgado,zgriffith@yahoo.com,ECON-UB
Brian May,rileycynthia@gmail.com,MULT-UB
Alexis Hernandez,vforbes@thompson.com,LS-UY
Stacey Russo,theresawood@huynh.com,CRWRI-UA
Chelsea Little,mary67@yahoo.com,ECON-UA
Stephanie Berg,andrewgonzales@travis.info,MATH-UA
Jonathan Jackson,lauren45@sims-payne.com,CLASS-UA
Lauren Roberts,smithjohn@anderson-grant.com,IRISH-UA
Linda Hoffman,imeyer@ramos-meadows.org,JOUR-UA
Donald Dalton,ecompton@johnson-shepard.com,CBE-UY
Cynthia Huerta MD,powersjohn@yahoo.com,GLBL-UA
Ashley Young,mmckenzie@hotmail.com,MEIS-UA
Henry Boyd,ggreen@taylor-riddle.com,FREN-UA
Matthew Conner,rushashley@berger.org,CRWRI-UA
Chloe Adams,charles95@sandoval-beck.com,DM-UY
Stephanie Smith,cshea@stokes.info,ACCT-UB
Andrew Moon,ryancooper@gmail.com,PHYS-UA
Robert Nguyen,michellethompson@jensen.com,EG-UY
Bruce Wilson,mlandry@gmail.com,ANTH-UA
Kenneth Gray,kramergeorge@fowler.net,PHYS-UA
Thomas Buchanan,anngomez@gmail.com,HIST-UA
Tammy Miller,sandovaljulie@hotmail.com,FL-UY
Eddie Hernandez,michaeladkins@yahoo.com,STS-UY
Kerry Tapia,vbarton@hotmail.com,CE-UY
Christian Clark,matthewspaula@gates-marquez.biz,COLIT-UA
John West,jack57@griffith.biz,SEG-UY
Evan Patrick,paula09@reed-cunningham.info,MEIS-UA
Destiny Clark,mary56@yahoo.com,PSYCH-UA
Mr. Eddie Marshall MD,davisbrittany@alexander-griffin.info,MEIS-UA
Edward Chambers,umoore@hotmail.com,CAMS-UA
Richard Knight,johnsonzachary@gomez.com,EAST-UA
Calvin Rodriguez,ndixon@hoover.org,SPAN-UA
Rodney Stephens,mckinneyjacqueline@hotmail.com,LING-UA
Jillian Mckinney,baileykristi@yahoo.com,CSCI-UA
Dylan Delgado,cmiller@kent.biz,FREN-UA
Kaitlyn Moran,jacquelineedwards@yahoo.com,CP-UY
Jason Gill,ericgomez@davis.biz,GS-UY
William Stevens,thomasstacy@nichols-wright.com,MU-UY
Chelsea Noble,josephmorales@hotmail.com,LS-UY
Shawna Williams,ysullivan@fry-mcclure.net,ECON-UA
Michael Obrien,masonmoran@hotmail.com,CAMS-UA
Bryan Hamilton,brianthornton@turner.com,MA-UY
Meredith Everett,moorebrian@clark-torres.info,CFI-UA
Brian Murphy,taylor62@yahoo.com,MEIS-UA
Michael Brewer,deborah88@clark.com,JOUR-UA
Jennifer Miranda,sue32@mckinney-thomas.com,NEURL-UA
Monica Brennan,phillipsrobert@yahoo.com,EN-UY
Maria Hill,qsullivan@gmail.com,CORE-UA
Marcus Hamilton,karen46@young.info,SOC-UA
Jennifer Jones,lmoran@hotmail.com,LATC-UA
Betty Hendricks,timothycarter@gmail.com,CP-UY
Carolyn Martinez,rodney33@stafford.com,PHYS-UA
Keith Burke,ellen63@yahoo.com,CRWRI-UA
Joshua Young,fhall@gmail.com,MEIS-UA
Miss Mary Tapia,karen62@barrett-acevedo.com,IRISH-UA
John Donaldson,evansbenjamin@gmail.com,FL-UY
Dr. Jessica Gordon,andrewwilson@hotmail.com,MGMT-UB
Joe Warren,diazaaron@shepard-barnes.com,ANTH-UA
Kari Turner,lwatson@gmail.com,DM-UY
Cynthia Fischer,xhowell@gmail.com,CORE-UA
Christopher Vaughn,russelljon@hotmail.com,MKTG-UB
Rebecca Montgomery,emilymendoza@miller-gilbert.com,UGA-UY
Joseph Murray,torrescheyenne@gilbert.com,NODEP-UA
Jonathan Barry,ngarcia@hotmail.com,PH-UY
Patrick Davis,alexandriathomas@hotmail.com,MEIS-UA
Sherry Vaughn,lschroeder@king.com,UGA-UY
Kaitlyn Ortiz,danawarner@yahoo.com,SOC-UA
Isaac Smith,hamptonbrittany@morrison.com,PH-UY
Michelle King,jenniferortiz@gmail.com,COLIT-UA
Amy Smith,huntchristian@flores.net,DM-UY
Carrie Morris,kristinbrown@spencer-king.com,TCS-UY
Ethan Walker,gonzalezstephanie@edwards-guzman.org,MATH-UA
Robert Solomon,zjohnson@roberts.com,GLBL-UA
Kayla Woodard,joelee@roberts.biz,EC-UY
Elizabeth Monroe,david73@burns.com,FIN-UY
Jeffrey Stokes,jonesevan@gmail.com,CLASS-UA
Jason Nguyen,klowery@gmail.com,ECON-UB
Karen Beltran,alexander25@hotmail.com,LING-UA
Mary King,urose@gmail.com,BSPA-UB
Marcus Lee,beverly36@hotmail.com,DS-UA
Mary Stewart,roberthayes@lee.com,PHP-UY
Jennifer Fox,annanovak@smith.com,CE-UY
Lisa Snyder,brittany84@miller.com,COLIT-UA
Sue Christian,olsonanthony@hotmail.com,JOUR-UA
Elizabeth Cooper,jennifermitchell@yahoo.com,STAT-UB
Brian Johnson,pirwin@lucero.com,HIST-UA
Brianna Rice,matthewlewis@hotmail.com,COLU-UA
Angela Phillips,monica50@yahoo.com,MUSIC-UA
Douglas Santos,tina09@hawkins.org,HI-UY
Shannon Jacobson,lauriepratt@yahoo.com,CM-UY
Samantha David,jaimehughes@yahoo.com,MGMT-UB
Chad Richards,mortontammy@gmail.com,COLU-UA
Debra Buchanan,collinjohnson@morris-jackson.com,HEL-UA
Morgan Lopez,zcollins@yahoo.com,ACCT-UB
Pamela Hunt,williamharmon@hotmail.com,DM-UY
John Romero,smithcameron@bennett-galloway.info,BMS-UY
Ellen Padilla,elizabeth35@thomas-johnson.info,CLASS-UA
James Young,rebecca25@gmail.com,FINC-UB
Jon Brandt,shahkyle@owens.net,LS-UY
Angel Warren,ryan03@yahoo.com,LING-UA
Ashley Thomas,christensenbrittany@armstrong.info,BSPA-UB
Tiffany Green,robert58@hotmail.com,ENVST-UA
Deborah Harrington,lisa80@yahoo.com,PORT-UA
Kevin Ramirez,gyang@nelson.com,PORT-UA
Lisa Perez,jeffrey32@barber.com,BSPA-UB
Michael Scott,nicholas26@yahoo.com,LS-UY
Tiffany Martin,alyssa31@gmail.com,UGA-UY
Bryan Burns,meltonrandall@hamilton-torres.biz,DRLIT-UA
Mark Reyes,stephen51@smith.com,BIOL-UA
Luke Jackson,paulpatricia@smith.com,FINC-UB
Daniel Owens,znielsen@gmail.com,DM-UY
Wesley Harris,brittney93@barber.org,PS-UY
Andrew Weeks,wcombs@gmail.com,HIST-UA
Karen Ross,trevinoalyssa@smith-villanueva.info,ACCT-UB
Jennifer Williams,foleymegan@short-jordan.com,MA-UY
Erin Cox,sara37@gmail.com,INTRL-UA
Renee Brown,xsmith@mcdowell.biz,MD-UY
Tyler Blackwell,vreyes@fischer.info,HIST-UA
Crystal Brown,troy99@harris.com,ECE-UY
Cassie Taylor,carpenterryan@yahoo.com,ENGL-UA
Carrie Mcmahon,xolsen@gmail.com,CORE-UA
Chris Terry,melaniehill@torres.com,UGA-UY
Albert Davis,smithrachel@gmail.com,PSYCH-UA
Jason Hernandez,vrussell@trujillo.com,BMS-UY
Cynthia Alexander,destinytaylor@yahoo.com,HEL-UA
Meagan Castillo,kimberlyscott@bryant.com,NODEP-UA
Kathryn Palmer,vbates@gmail.com,URB-UY
Larry Miller,jeremymaldonado@gmail.com,PSYCH-UA
Mr. Gregory Anderson DDS,dlambert@berry.com,GERM-UA
Ryan Peterson,xandrade@price.com,FINC-UB
Christopher Hendricks,ojohnson@davis-bauer.com,BSPA-UB
Steven Noble,vbowman@hotmail.com,ANTH-UA
Michelle Conway,joneswilliam@hotmail.com,BSPA-UB
Bailey Brown,vfrey@castro.net,CHEM-UA
Brenda Ward,fmyers@henry-pena.org,HI-UY
Alexander Williams,ubass@miller.com,CAMS-UA
Michael Davis,nicholas71@davis.info,HIST-UA
James Matthews,xmartinez@gmail.com,TECH-UB
Melanie Flynn,wendyjenkins@king.biz,ROB-UY
Joshua Rojas,bwalker@smith.com,EAST-UA
Joshua Phillips,lunarita@jackson.org,PS-UY
Crystal Fowler,tannermoreno@fisher.com,MATH-UA
Joseph Ballard,hernandezdaniel@young-brown.com,PSYCH-UA
Darrell Nash,perezamy@barnett-wright.com,SOIM-UB
Kimberly Leonard,pchambers@hotmail.com,PHYS-UA
Alison Green,svaughan@yahoo.com,NODEP-UA
Christina Smith,marc23@gmail.com,PS-UY
Cynthia Compton,shaun75@martinez-jordan.biz,ANTH-UA
Olivia Gomez,zavalawilliam@yahoo.com,HEL-UA
Jennifer Gilmore,laura70@gmail.com,CE-UY
Darlene Horton,diamondball@sanders.com,PORT-UA
Michelle Logan,dunnchad@french.com,PS-UY
Maria Jones,hawkinsamy@gmail.com,LA-UY
Chelsea Johnson MD,spalmer@hotmail.com,JOUR-UA
Heather Gross,michaeldavis@gmail.com,NEURL-UA
Nicole Salas,johnbryant@glass.info,CAM-UY
Lori Jefferson,stephanie99@gmail.com,EURO-UA
Julian Ortiz,wrobertson@gmail.com,BSPA-UB
Michael Nguyen,myerskelly@thomas.biz,ANST-UA
Vickie Dennis,moorecarol@hotmail.com,STS-UY
Sandra Garcia,jeffreyschwartz@page.com,LWSOC-UA
Dr. Jennifer Powell,tinahutchinson@hodges-johnson.biz,EURO-UA
Kristy Brown,lucasantonio@gmail.com,MKTG-UB
Alisha Juarez,eanderson@brown-scott.info,INTRL-UA
William Mathis,herrerabrianna@garcia-russell.net,CP-UY
James Whitehead,arnoldthomas@gmail.com,LWSOC-UA
Mandy Adams,awalter@yahoo.com,EN-UY
Brandon Hernandez,elizabeth90@hotmail.com,CBE-UY
Kristen Smith,gregory23@yahoo.com,VIP-UY
Cindy Bush,william91@anderson.net,RUSSN-UA
Mr. Scott Harris,natashabeasley@hotmail.com,AN-UY
David Williams,powellsteven@diaz.com,BMS-UY
Jeffrey Leach,zacharyhale@gmail.com,CFI-UA
Derek Greer,ywest@yahoo.com,ANST-UA
Timothy Walsh,vcastro@gmail.com,CS-UY
Lauren Wallace,cindy92@hotmail.com,FINC-UB
Juan Warren,tiffany61@rich.org,LS-UY
Cheryl Gardner,valerie93@brown.org,EN-UY
Daniel Pratt,robertsmichael@scott.info,EURO-UA
John Bell,hillkristin@richmond.com,HU-UY
Stephanie Woods,shannongreen@love-flores.com,EXPOS-UA
Sharon Morgan,olsenlogan@sloan-hayes.info,GERM-UA
Gary Bond,hansenjohn@berry-lewis.com,HEL-UA
Barbara Vazquez,fwilliams@hunt.com,BIOL-UA
Joseph Carter,dana85@yahoo.com,VIP-UY
Joshua Edwards,rperez@hotmail.com,STAT-UB
Jennifer Jones,angela64@lane.net,BMS-UY
Alan Hickman DDS,ronaldnicholson@schultz.com,AH-UY
Mary Briggs,stephanie97@black.org,ITAL-UA
John Peterson,smyers@murphy.com,BIOL-UA
Lisa Humphrey,rogersmichelle@hotmail.com,ITAL-UA
Jamie Goodman,bauermichelle@gmail.com,CAMS-UA
Elizabeth Reed,jeffery82@gmail.com,CORE-UA
Jordan Watson,christophercalhoun@gmail.com,HBRJD-UA
Zoe Robertson,johnsondiana@hotmail.com,MULT-UB
Melissa Torres,crobinson@yahoo.com,RUSSN-UA
Brandy Morgan,gturner@yahoo.com,DRLIT-UA
Brian Hunt,heatherkelly@hernandez.com,PUBPL-UA
Courtney Diaz,barrettgeorge@barnes.biz,SCA-UA
Amy Wood,rivasmeagan@burns.com,BSPA-UB
Joe Taylor,grossjohn@ross.com,ENVST-UA
Nicholas Joseph,terryangela@gmail.com,CE-UY
Timothy Vega,kim56@reed.net,LATC-UA
Melissa Conway,carlsonstacy@evans.info,PS-UY
Lisa Robbins,jenkinsjohn@leblanc.com,CORE-UA
Carlos Patton,weavercharles@tanner.biz,MKTG-UB
Rhonda Adams,wbaker@atkins.info,BTEP-UB
Deanna Williams,matthewsjason@hotmail.com,ARTH-UA
Maria Adams,qjohnson@yahoo.com,SEG-UY
Mary Frederick,luismiller@hotmail.com,ME-UY
Ashley Hill,gsimpson@gmail.com,LA-UY
Shawn Kim,vegadavid@hotmail.com,PORT-UA
Jeremy Conner,maryclark@hotmail.com,RSK-UY
Eric Singh,kimberly86@hotmail.com,MKTG-UB
Sarah Burgess,davidthompson@gmail.com,NODEP-UA
Rodney Johnson,pauljenna@yahoo.com,PHIL-UA
Brian Gutierrez,garrettwilliams@davis.net,HIST-UA
Jeffrey Sanchez PhD,kelsey42@stokes.info,EAST-UA
Christopher Chapman,anthonythomas@harris.com,ENVST-UA
Ashley Miller,christina40@yahoo.com,CM-UY
Megan Caldwell,russellharry@hotmail.com,MU-UY
Jennifer Ward,hufflinda@castro.biz,EN-UY
Jerry Tyler,larryjuarez@hall.net,NODEP-UA
Brandon Torres,randalldaniel@schneider.com,COLU-UA
James Smith,paul90@gmail.com,ECON-UB
Andrew Oconnor,tammymcconnell@burke.com,AN-UY
Kimberly Henry,lorimoore@gmail.com,EC-UY
James Wheeler,michael61@gmail.com,HI-UY
Anna Becker,xstokes@hotmail.com,ARTH-UA
Jonathan Allison,nadams@hotmail.com,RSK-UY
Michael Jones,inelson@gmail.com,PUBPL-UA
Elizabeth Roberts,yholden@hotmail.com,PUBPL-UA
Robert Kelly,lopezdaniel@sherman-martinez.net,CP-UY
Jessica Glover,daniel51@martin.com,CLASS-UA
Christopher Tyler,jeremycarter@hotmail.com,SPAN-UA
Daniel Parker,oblanchard@johnson.com,INTRL-UA
Jessica Beltran,usantiago@hotmail.com,MUSIC-UA
William Hamilton,jeremyhernandez@blevins.com,ITAL-UA
Kimberly Moore,pjackson@trujillo-wilson.com,ANST-UA
Cameron Davis,burnsjason@boone.com,OPMG-UB
Lisa Allen,scott36@lopez-rosales.com,STS-UY
Matthew Taylor,judithwagner@perez-stevens.com,FL-UY
Elizabeth Tyler,evansjoel@gmail.com,URB-UY
Carol Turner,kerrchristine@rivas.com,MUSIC-UA
Rachel Bolton,qwilson@yahoo.com,MUSIC-UA
Andrew Choi,danielle12@hotmail.com,OPMG-UB
Sarah Meyers,tiffany49@johns-brown.net,MGMT-UB
Kristin Ramirez,greencassandra@nolan.biz,STS-UY
Victoria Griffin,jacqueline34@jimenez.org,ARTH-UA
Joshua Hughes,patrick61@hotmail.com,MHUM-UA
Ashley Briggs,vgonzales@hotmail.com,PORT-UA
Vanessa Jones,libreanna@murray-juarez.com,INTRL-UA
Mr. Jason White,andersonandrew@rangel-russell.com,SOC-UA
Ann Graves,lewisjeffrey@phelps.com,NODEP-UA
Kevin Jordan,david37@cook.org,POL-UA
Brett Taylor,kyle36@yahoo.com,ITAL-UA
Evan Thornton,mfletcher@day.com,MA-UY
Sara Butler,ikelly@hart-miller.info,PL-UY
Matthew Martinez,clinekathryn@hotmail.com,EG-UY
Samantha Taylor,pearsonlindsay@moran.com,CFI-UA
Mary Daugherty,ehumphrey@young-hernandez.biz,PHYS-UA
Chelsea Allen,pjones@whitaker.com,HEL-UA
Bryan Anderson,kennethwebb@shepard-ruiz.com,ITAL-UA
Glenda Rice,ashleymyers@watts-lyons.com,LATC-UA
Jordan Smith,sstout@cochran-garcia.info,BPEP-UB
Edward Nichols,perezanthony@gmail.com,LA-UY
Clifford Moore,nsolomon@reese.org,COLIT-UA
Stephen Gutierrez,jacquelinepruitt@yahoo.com,ME-UY
Lindsey Mcneil,greenecarol@sexton-mcgee.net,DM-UY
Anthony Morse,robinayers@craig.biz,HBRJD-UA
Jacob Thompson,baldwinjennifer@hotmail.com,EN-UY
Michelle Watkins,philliphogan@gmail.com,MATH-UA
Laura Costa,paige83@walker.com,PUBPL-UA
Dean Thomas,mdavis@smith-williams.com,PHIL-UA
Carol Morgan,jlewis@hotmail.com,STAT-UB
Stephanie Powell,jeffreyharris@diaz-maldonado.com,UGA-UY
Molly Woods,ndavis@hotmail.com,ACCT-UB
Jose Valenzuela,brad85@mejia-holmes.com,ECON-UB
Melanie Burns,rhondacortez@gmail.com,PHP-UY
Amanda Garner,garciabenjamin@yahoo.com,CSCI-UA
Joy Guerrero,kellypeterson@blanchard.info,LS-UY
Edward Salazar,anne60@yahoo.com,PL-UY
Angela Perry,woodwardwanda@hotmail.com,EXPOS-UA
Zachary Solis,rebeccahart@medina-stewart.net,CLASS-UA
Michael Carlson,tbecker@hotmail.com,HBRJD-UA
Nicholas Pugh,lindashort@yahoo.com,FYSEM-UA
Steven Lewis,johnsonrichard@gmail.com,MUSIC-UA
Amy Kent,leslierichardson@yahoo.com,AH-UY
Brian Carroll,jwalker@hotmail.com,ENVST-UA
Colleen Perez,oknight@hotmail.com,MKTG-UB
Christopher Lyons,amarsh@hotmail.com,AE-UY
Jennifer Franco,hjennings@hotmail.com,MKTG-UB
Vanessa Rice,mendezcasey@yahoo.com,CM-UY
Taylor Sandoval,nichole15@carter.com,FYSEM-UA
Shawn Fleming,frank10@yahoo.com,MHUM-UA
Daniel Lara,satkins@yahoo.com,ANTH-UA
Danielle Dean,owhitaker@gmail.com,SPAN-UA
Leslie Stark,mcummings@yahoo.com,RUSSN-UA
Mrs. Sharon Jones MD,huangdiane@gmail.com,CSCI-UA
Meagan Martin,stephencabrera@bowman-howell.com,MD-UY
Nathan White,kyle73@lozano.com,MEDI-UA
Matthew Vang,daniel55@rhodes.info,PHP-UY
Jordan Olson,cynthia07@wang.org,CHEM-UA
Maria Sanchez,levykyle@hotmail.com,CSCI-UA
Julie Griffin,tbaxter@thomas.com,JOUR-UA
Ruth Phillips,vsmith@yahoo.com,PH-UY
Sarah Mayer,zwelch@campbell.biz,TCS-UY
Sarah Jenkins,chad44@yahoo.com,DM-UY
Barbara Allen,daniellewashington@simmons-wilcox.biz,ROB-UY
Diana Coleman,brian32@perez.com,CBE-UY
Tony Pena,berryscott@herrera.com,PSYCH-UA
Tonya Larson,bdominguez@howell.com,HBRJD-UA
Veronica Benton,rachel67@wells-price.com,MU-UY
William Garrett,victorparker@hotmail.com,SCA-UA
Carla Moon,jonesnicole@stevens-ashley.com,RUSSN-UA
Danielle Williams,andre04@thomas.com,LS-UY
Madison Miller,tjohnson@gmail.com,RSK-UY
Martin Herring,greenjulie@evans.com,PH-UY
Teresa Hernandez,ncampbell@gmail.com,IRISH-UA
Jason Robertson,johnsonshelby@taylor.com,ITAL-UA
Emily Blake,xbell@goodwin-sosa.com,CP-UY
Kim Allison,jeremy69@gmail.com,AH-UY
Megan Hickman,masonsonya@cunningham.net,RSK-UY
Karen Richardson,brandyhuang@yahoo.com,LA-UY
Matthew Franklin,heather78@gmail.com,DS-UA
Terri Torres,wmurphy@palmer.com,MUSIC-UA
Mrs. Heidi Lopez DDS,jennifer53@campos-davidson.com,LATC-UA
Gina Meyer,rroberts@pratt.org,ECE-UY
Gregory Robinson,woodryan@hotmail.com,MD-UY
Jessica Jackson,kaitlyn41@hotmail.com,GLBL-UA
Christine Donovan,acox@hotmail.com,PUBPL-UA
Anne Roberson,marissa60@lin.org,HIST-UA
William Carson,hoodlogan@yahoo.com,RELST-UA
David Poole,davisaustin@hotmail.com,EC-UY
Ryan Bauer,morenokatherine@yahoo.com,MGMT-UB
Jeremy Palmer,lsharp@gmail.com,URB-UY
Christopher Johnson,kathrynvillarreal@barnes.com,AN-UY
Lori Hernandez,qgoodman@hotmail.com,LWSOC-UA
David Wallace,lisa25@gmail.com,CAMS-UA
Jennifer Bowers,jillgreene@barron.com,CBE-UY
Ashlee Wolfe,sherry65@gmail.com,CAMS-UA
Michelle Smith DDS,flewis@howell-robinson.com,CE-UY
Kenneth Harper,katherine12@ramirez-ortega.com,DS-UA
Anthony Anderson,joydominguez@melton-rodriguez.com,RSK-UY
Kristen Reed,scottyoung@hotmail.com,ARTH-UA
Haley Cooper,heather96@stewart.com,ITAL-UA
Dr. Matthew Thompson,palmerderek@yahoo.com,IRISH-UA
Gary Franklin,mjensen@palmer-price.info,MG-UY
Jessica Newton,boydmadison@hotmail.com,CAM-UY
Wendy Williams,scottperez@rogers-rowe.com,TECH-UB
Allen Mcclain,dbrennan@conway-gentry.net,STAT-UB
Jennifer Stephens,starkmatthew@yahoo.com,CSCI-UA
Christine Morales,mcdonaldmelissa@wilson.biz,AN-UY
Phillip Smith,brandon34@richardson-burns.net,SEG-UY
Andrew Chandler,schneiderrichard@fletcher-ramirez.org,CP-UY
